Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0071840~cellular component organization or biogenesis	55	52.38095238095239	1.7343743001561453E-4	SCARB1, BTG1, HBB, KIF11, FNBP1L, LFNG, TMEM43, RACK1, SH3BGRL3, BNIP3L, PRKCD, F2R, PLAUR, OMG, COBL, HBA2, MIF, HBA1, OLFM1, GAP43, DKC1, ANGPTL4, NUPR1, DBN1, SIDT2, CNP, EPAS1, CXCR4, SLC1A3, CAPG, NOL3, THBS1, NDRG1, IGKC, SPP1, NCAM1, PDLIM5, PPARGC1A, PRRX1, NDUFA5, NTRK3, FN1, EHD2, H1F0, GNL3L, COL1A2, P4HA1, APC, NFIB, DLC1, APOC2, COL5A2, CD9, NCAPD2, CNIH3	98	6265	16792	1.50424287831653	0.43101089152338457	0.02451500369481578	0.02380617245909979
GOTERM_CC_ALL	GO:0031838~haptoglobin-hemoglobin complex	3	2.857142857142857	1.81158183904988E-4	HBB, HBA2, HBA1	102	4	18224	134.0	0.0665298996300916	0.006258191807626858	0.005764124033340527
GOTERM_CC_DIRECT	GO:0031838~haptoglobin-hemoglobin complex	3	2.857142857142857	1.81158183904988E-4	HBB, HBA2, HBA1	102	4	18224	134.0	0.034012464102888385	0.017300606562926354	0.016394815643401416
GOTERM_BP_ALL	GO:0006950~response to stress	38	36.19047619047619	2.012880625455861E-4	SCARB1, BTG1, EPAS1, HBB, SLC1A3, CXCR4, PLOD2, FOXO3, NOL3, THBS1, NDRG1, FSTL1, SLC7A2, IGKC, IRAK2, RACK1, SPP1, NCAM1, PPARGC1A, BNIP3L, PRRX1, MCAM, NTRK3, PRKCD, F2R, PLAUR, FN1, HBA2, HBA1, HLA-A, MIF, EHD2, GAP43, COL1A2, APC, CD9, NUPR1, ANGPTL4	98	3677	16792	1.7707869658605895	0.48027391217347304	0.02726614547232085	0.026477767227350638
UP_KEYWORDS	Disease mutation	27	25.71428571428571	2.2450444708572417E-4	THRB, EPAS1, HBB, SLC1A3, ATP1A2, PLOD2, KIF11, NOL3, LFNG, TMEM43, IGKC, LARS, TRIM2, TSPAN7, TMPO, CA12, PRRX1, FN1, HBA2, HBA1, FBXO32, SLC6A8, COL1A2, APC, DKC1, APOC2, COL5A2	103	2550	20581	2.115693889206168	0.044556376706972656	0.015191467586134003	0.014143780166400622
GOTERM_BP_ALL	GO:0065009~regulation of molecular function	32	30.476190476190478	2.3379480524804265E-4	SCARB1, PCOLCE2, CXCR4, ATP1A2, FNBP1L, NOL3, THBS1, LFNG, IRAK2, RACK1, NCAM1, SH3BGRL3, PPARGC1A, DUSP4, RALBP1, NTRK3, PRKCD, F2R, PLAUR, FN1, MIF, GNL3L, APC, DKC1, DDAH2, NFIB, APOC2, DLC1, BHLHE40, SERINC1, ANGPTL4, CNIH3	98	2863	16792	1.9151596370298032	0.5324064183156869	0.02953042428149034	0.028676576270890496
GOTERM_BP_ALL	GO:0048522~positive regulation of cellular process	45	42.857142857142854	2.36170726336127E-4	SCARB1, THRB, BTG1, PCOLCE2, GOLT1B, EPAS1, HBB, SLC1A3, CXCR4, CAPG, LTBP3, FOXO3, FNBP1L, THBS1, NDRG1, LFNG, AKAP12, IGKC, IRAK2, RACK1, PPARGC1A, TNS3, BNIP3L, PRRX1, MCAM, NTRK3, PRKCD, F2R, PLAUR, FN1, COBL, HBA2, HBA1, HLA-A, MIF, OLFM1, EHD2, APC, DKC1, DDAH2, NFIB, APOC2, DLC1, ZNF711, NUPR1	98	4744	16792	1.6253398492617956	0.5360050964194594	0.02953042428149034	0.028676576270890496
GOTERM_BP_ALL	GO:0032844~regulation of homeostatic process	11	10.476190476190476	2.7612680948881595E-4	GNL3L, DKC1, F2R, SPP1, RACK1, ATP1A2, MIF, NOL3, FOXO3, PPARGC1A, SIDT2	98	451	16792	4.179193628670981	0.5925398809144615	0.03263419159595976	0.03169060069776837
SP_COMMENT_TYPE	disease	29	27.61904761904762	2.890600393494454E-4	GRN, THRB, BTG1, EPAS1, HBB, SLC1A3, CXCR4, ATP1A2, PLOD2, FOXO3, NDRG1, LFNG, AKAP12, TMEM43, TSPAN7, SPP1, PDLIM5, FN1, CYBRD1, HBA2, HBA1, MIF, SLC6A8, COL1A2, APC, DKC1, APOC2, COL5A2, ANGPTL4	102	2757	19404	2.001024131088779	0.006914428380229154	0.0023124803147955633	0.001927066928996303
GOTERM_BP_ALL	GO:0042060~wound healing	12	11.428571428571429	2.896150541031601E-4	SCARB1, EHD2, GAP43, COL1A2, MCAM, F2R, PRKCD, PLAUR, FN1, CD9, HBB, THBS1	98	542	16792	3.7936591610814063	0.6100258831403411	0.03263419159595976	0.03169060069776837
GOTERM_MF_ALL	GO:0050839~cell adhesion molecule binding	11	10.476190476190476	2.8968547818781284E-4	APC, FN1, RACK1, CD9, CAPG, PDLIM5, FNBP1L, THBS1, NDRG1, DBN1, TMPO	97	461	16881	4.152581792159582	0.13109181123194402	0.07024872846054461	0.0699590429823568
GOTERM_BP_ALL	GO:0065007~biological regulation	83	79.04761904761905	2.942182947755118E-4	SCARB1, THRB, BTG1, GOLT1B, HBB, KIF11, FNBP1L, LFNG, AKAP12, TRIM2, RACK1, SH3BGRL3, TNS3, TMPO, DUSP4, BNIP3L, RALBP1, PRKCD, F2R, PLAUR, OMG, COBL, HBA2, OLIG1, HLA-A, MIF, HBA1, ARL4C, OLFM1, GAP43, DDAH2, DKC1, ZNF711, ANGPTL4, NUPR1, DBN1, SIDT2, GRN, PCOLCE2, CNP, EPAS1, CXCR4, SLC1A3, CAPG, ATP1A2, LTBP3, FOXO3, NOL3, THBS1, NDRG1, FSTL1, SLC5A3, SLC7A2, IGKC, LARS, IRAK2, TSPAN7, SPP1, NCAM1, GPC4, PDLIM5, PPARGC1A, CA12, PRRX1, NTRK3, MCAM, FN1, CYBRD1, FBXO32, PARP14, EHD2, GNL3L, COL1A2, APC, NFIB, DLC1, APOC2, COL5A2, KLF9, BHLHE40, CD9, SERINC1, CNIH3	98	11548	16792	1.231537575196341	0.6158201260639874	0.03263419159595976	0.03169060069776837
GOTERM_BP_ALL	GO:0072593~reactive oxygen species metabolic process	8	7.6190476190476195	3.011460313376785E-4	DDAH2, PRKCD, HBB, HBA2, HBA1, FOXO3, THBS1, SLC7A2	98	222	16792	6.174664460378746	0.6243784627385849	0.03263419159595976	0.03169060069776837
GOTERM_BP_ALL	GO:0022603~regulation of anatomical structure morphogenesis	17	16.19047619047619	3.2331073956882664E-4	BTG1, NTRK3, OMG, FN1, THBS1, LFNG, OLFM1, EHD2, NFIB, DLC1, COL5A2, SPP1, RACK1, ANGPTL4, GPC4, PDLIM5, PPARGC1A	98	1051	16792	2.7715489621157694	0.6505005056938771	0.03390591013994372	0.032925548542541476
GOTERM_BP_ALL	GO:0048518~positive regulation of biological process	48	45.714285714285715	3.4468540563693134E-4	SCARB1, THRB, BTG1, PCOLCE2, GOLT1B, EPAS1, HBB, SLC1A3, CXCR4, CAPG, LTBP3, FOXO3, FNBP1L, THBS1, NDRG1, LFNG, AKAP12, IGKC, IRAK2, RACK1, SPP1, PPARGC1A, TNS3, BNIP3L, PRRX1, MCAM, NTRK3, PRKCD, F2R, PLAUR, FN1, COBL, HBA2, HBA1, HLA-A, MIF, OLFM1, EHD2, GNL3L, APC, DKC1, DDAH2, NFIB, APOC2, DLC1, ZNF711, NUPR1, ANGPTL4	98	5285	16792	1.5562257447917671	0.6739698510877641	0.03501788292892699	0.034005369549868505
GOTERM_BP_ALL	GO:0006820~anion transport	11	10.476190476190476	3.701835296737983E-4	CA12, SLC6A6, HBB, SLC1A3, HBA2, SERINC1, ATP1A2, MIF, HBA1, THBS1, SLC7A2	98	468	16792	4.0273853130995985	0.6999149851759727	0.03599628503519819	0.03495548196127981
